register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
78f10bc98c9090a42936,py,rules_engine.py,22,0,TEXT_LINE_MARKET_TOKEN,    Convert micro regime + level context into a structural bias.,regime,,chains.volatility;chains.putExpDateMap.*.theoreticalVolatility;chains.putExpDateMap.*.volatility,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
de8ed7d012e39cf97a39,py,rules_engine.py,24,0,TEXT_LINE_MARKET_TOKEN,    The micro regime tells us what candles are doing.,the regime candles,chains.callExpDateMap.*.inTheMoney;chains.putExpDateMap.*.inTheMoney;pricehistory.candles;pricehistory.candles.*;pricehistory.candles.*.close;pricehistory.candles.*.datetime;pricehistory.candles.*.high;pricehistory.candles.*.low;pricehistory.candles.*.open;pricehistory.candles.*.volume,chains.callExpDateMap.*.theta;chains.callExpDateMap.*.rho;chains.callExpDateMap.*.delta,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
71221e9dc0fb27d1fcd0,py,rules_engine.py,25,0,TEXT_LINE_MARKET_TOKEN,    Level proximity tells us where we are relative to options walls.,options,,chains.putExpDateMap.*.low52Week;chains.callExpDateMap.*.low52Week;chains.putExpDateMap.*.theoreticalVolatility,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
51d2937503d52144c542,py,rules_engine.py,26,0,TEXT_LINE_MARKET_TOKEN,    The 1-min regime acts as an early warning — if it contradicts the,the regime,chains.callExpDateMap.*.inTheMoney;chains.putExpDateMap.*.inTheMoney,chains.volatility;chains.putExpDateMap.*.volatility;chains.callExpDateMap.*.theta,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
8e35929d4318b24937c2,py,rules_engine.py,27,0,TEXT_LINE_MARKET_TOKEN,"    5-min regime, conviction is reduced or lean is flipped to 'wait'.",regime,,chains.volatility;chains.putExpDateMap.*.volatility;chains.callExpDateMap.*.volatility,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
7114bdd7fc7f027c9228,py,rules_engine.py,28,0,TEXT_LINE_MARKET_TOKEN,    Together they produce a lean for The Call to use.,the call,chains.callExpDateMap.*.inTheMoney;chains.putExpDateMap.*.inTheMoney;chains.callExpDateMap;chains.callExpDateMap.*;chains.callExpDateMap.*.ask;chains.callExpDateMap.*.askSize;chains.callExpDateMap.*.bid;chains.callExpDateMap.*.bidAskSize;chains.callExpDateMap.*.bidSize;chains.callExpDateMap.*.closePrice;chains.callExpDateMap.*.daysToExpiration;chains.callExpDateMap.*.deliverableNote;chains.callExpDateMap.*.delta;chains.callExpDateMap.*.description;chains.callExpDateMap.*.exchangeName;chains.callExpDateMap.*.exerciseType;chains.callExpDateMap.*.expirationDate;chains.callExpDateMap.*.expirationType;chains.callExpDateMap.*.extrinsicValue;chains.callExpDateMap.*.gamma;chains.callExpDateMap.*.high52Week;chains.callExpDateMap.*.highPrice;chains.callExpDateMap.*.intrinsicValue;chains.callExpDateMap.*.last;chains.callExpDateMap.*.lastSize,quotes.extended.totalVolume;chains.putExpDateMap.*.totalVolume;quotes.quote.totalVolume,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
2635c40e637da912e50a,py,rules_engine.py,37,0,TEXT_LINE_MARKET_TOKEN,    regime = micro.regime,regime,,streaming.content.*.BID_SIZE;streaming.service;streaming.content.*.BIDS.*.BID_PRICE,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
c6a5ba9339ef44461ca9,py,rules_engine.py,40,0,TEXT_LINE_MARKET_TOKEN,    if regime == R_CHOP:,regime,,pricehistory.candles.*.volume;quotes.quote.bidSize;chains.putExpDateMap.*.bidSize,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
3f0437a0c3fc1cb943d0,py,rules_engine.py,41,0,TEXT_LINE_MARKET_TOKEN,"        return ""wait"", ""low""",return low,instruments.*.fundamental.returnOnAssets;instruments.*.fundamental.returnOnEquity;instruments.*.fundamental.returnOnInvestment;chains.callExpDateMap.*.lowPrice;chains.putExpDateMap.*.lowPrice;chains.underlying.fiftyTwoWeekLow;chains.underlying.lowPrice;pricehistory.candles.*.low;quotes.quote.52WeekLow;quotes.quote.lowPrice;streaming.content.*.LOW_PRICE;streaming.content.*.LOW_PRICE_52_WEEK,quotes.quote.bidSize;quotes.regular.regularMarketLastSize;streaming.content.*.BIDS,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
08fb28800e230c564e5f,py,rules_engine.py,44,0,TEXT_LINE_MARKET_TOKEN,    if regime == R_COMPRESSION:,regime,,movers.screeners.*.volume;quotes.quote.bidSize;streaming.content.*.BID_SIZE,V3-B universal catch-all (CSV-derived vocabulary),NOT_MARKET_DATA,,,NOT_MARKET_DATA: scoped mechanical classifier tail; production wire reads tracked in governance/SCHWAB_V4_REVIEW_MEMOS cone walk
