register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
f85cc0713823045afba1,python,features/regime_mvp_context.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
12fc3b7e891faaeb092d,python,features/regime_mvp_context.py,2,401,FORMAL_NMD,L2 orchestration,L2_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
cc6e2eb2a4f25a8466b9,python,features/regime_mvp_context.py,3,402,FORMAL_NMD,L3 orchestration,L3_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
a1f95df8d0ae8026ed2a,python,features/regime_mvp_context.py,4,403,FORMAL_NMD,L4 orchestration,L4_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
d3e7ccd7bb1d764c4f5b,python,features/regime_mvp_context.py,5,404,FORMAL_NMD,L5 orchestration,L5_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
bd9fbd3c03b90d11e7cf,python,features/regime_mvp_context.py,6,405,FORMAL_NMD,L6 orchestration,L6_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
c987471157cafd6e0209,python,features/regime_mvp_context.py,7,406,FORMAL_NMD,L7 orchestration,L7_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
dd1f3fc20cc3700322b0,python,features/regime_mvp_context.py,8,407,FORMAL_NMD,L8 orchestration,L8_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
70da6ce9f15f63c08186,python,features/regime_mvp_context.py,9,408,FORMAL_NMD,L9 orchestration,L9_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
8962a861f9a08c129695,python,features/regime_mvp_context.py,10,409,FORMAL_NMD,L10 orchestration,L10_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/regime_mvp_context.py 1-62,NOT_MARKET_DATA,,,MVP canonical feature reads (InferenceSnapshotV1 features dict) | line anchored HEAD b9fd10b; Action 12.10 mvp_vwap_side fail-closed; FIND-MVP2 mvp_net_gamma coerce; FIND-MVP1 mvp_zone unknown sentinel disclosed
