register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
cce7ea12e09d620d33ec,python,features/cascade_stack_contract.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
b280bb39e854af0038a0,python,features/cascade_stack_contract.py,2,401,FORMAL_NMD,L2 orchestration,L2_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
83083560203e43a64df2,python,features/cascade_stack_contract.py,3,402,FORMAL_NMD,L3 orchestration,L3_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
e70d522378fa0337b95a,python,features/cascade_stack_contract.py,4,403,FORMAL_NMD,L4 orchestration,L4_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
7434fcb213d30dcf37cf,python,features/cascade_stack_contract.py,5,404,FORMAL_NMD,L5 orchestration,L5_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
fd21c2eafba4dbaa2fb5,python,features/cascade_stack_contract.py,6,405,FORMAL_NMD,L6 orchestration,L6_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
dfdfe58119a35e03caf5,python,features/cascade_stack_contract.py,7,406,FORMAL_NMD,L7 orchestration,L7_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
b2eaa200807316e4d157,python,features/cascade_stack_contract.py,8,407,FORMAL_NMD,L8 orchestration,L8_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
721d97c14b84545fb9c3,python,features/cascade_stack_contract.py,9,408,FORMAL_NMD,L9 orchestration,L9_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
e6ab28de35d56c1612f6,python,features/cascade_stack_contract.py,10,409,FORMAL_NMD,L10 orchestration,L10_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
1cc8b0335a9869036b53,python,features/cascade_stack_contract.py,11,410,FORMAL_NMD,L11 orchestration,L11_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
d9bac74f2596d9b9a6c7,python,features/cascade_stack_contract.py,12,411,FORMAL_NMD,L12 orchestration,L12_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2f1cd5186c9092cb6194,python,features/cascade_stack_contract.py,13,412,FORMAL_NMD,L13 orchestration,L13_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
b7d0c9abaf87343781be,python,features/cascade_stack_contract.py,14,413,FORMAL_NMD,L14 orchestration,L14_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
73975078428323526f6a,python,features/cascade_stack_contract.py,15,414,FORMAL_NMD,L15 orchestration,L15_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
3c60ecd20ff951bd0c2a,python,features/cascade_stack_contract.py,16,415,FORMAL_NMD,L16 orchestration,L16_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
b398ab561970be8b7fd0,python,features/cascade_stack_contract.py,17,416,FORMAL_NMD,L17 orchestration,L17_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
eda80a69b00fe718f680,python,features/cascade_stack_contract.py,18,417,FORMAL_NMD,L18 orchestration,L18_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
846d2d79af5205851121,python,features/cascade_stack_contract.py,19,418,FORMAL_NMD,L19 orchestration,L19_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
56c48ef3ad06f4256be6,python,features/cascade_stack_contract.py,20,419,FORMAL_NMD,L20 orchestration,L20_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ec464b432fb6794b9671,python,features/cascade_stack_contract.py,21,420,FORMAL_NMD,L21 orchestration,L21_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
ad87f4ffe016d1ff83de,python,features/cascade_stack_contract.py,22,421,FORMAL_NMD,L22 orchestration,L22_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2b7b1f20be2489137bbf,python,features/cascade_stack_contract.py,23,422,FORMAL_NMD,L23 orchestration,L23_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2f179566cdd55b44562e,python,features/cascade_stack_contract.py,24,423,FORMAL_NMD,L24 orchestration,L24_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
2e776904c17b0e6817b8,python,features/cascade_stack_contract.py,25,424,FORMAL_NMD,L25 orchestration,L25_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
f662fb46fe665aa5f24e,python,features/cascade_stack_contract.py,26,425,FORMAL_NMD,L26 orchestration,L26_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
d8b6214c4be2b87dc001,python,features/cascade_stack_contract.py,27,426,FORMAL_NMD,L27 orchestration,L27_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
045297b70f16427dda66,python,features/cascade_stack_contract.py,28,427,FORMAL_NMD,L28 orchestration,L28_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
9be0a282f1fc65830be3,python,features/cascade_stack_contract.py,29,428,FORMAL_NMD,L29 orchestration,L29_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
73880a0654228878f6ef,python,features/cascade_stack_contract.py,30,429,FORMAL_NMD,L30 orchestration,L30_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
98fd56c3695890b5b13b,python,features/cascade_stack_contract.py,31,430,FORMAL_NMD,L31 orchestration,L31_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
06860d2db809e4c2539c,python,features/cascade_stack_contract.py,32,431,FORMAL_NMD,L32 orchestration,L32_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,NOT_MARKET_DATA,,,Cascade challenger lineage + overlay contract (no Schwab leaves) | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
d5955065cfac8cb7a4b3,python,features/cascade_stack_contract.py,33,102,FORMAL_KEEP_DERIVED,LSTM_STAGE_CASCADE_INPUT_FROM_XGB (3 probs),LSTM_STAGE_CASCADE_INPUT_FROM_XGB_(3_probs),,,CLAUDE Layer 5 chunk-1 disposition features/cascade_stack_schema+contract,KEEP_DERIVED,,,CSV grep zero hits for LSTM_STAGE_CASCADE_INPUT_FROM_XGB | line anchored HEAD c2542fe; cascade challenger runtime contract; pairs parallel_stack_schema
